sensor_id,timestamp,flow_rate_m3s,velocity_ms,status
FR001,2025-05-16T19:09:21.151813,18.35,0.92,normal
FR001,2025-05-16T19:39:21.151813,15.32,0.77,normal
FR001,2025-05-16T20:09:21.151813,19.36,0.97,normal
FR001,2025-05-16T20:39:21.151813,17.51,0.88,normal
FR001,2025-05-16T21:09:21.151813,17.26,0.86,normal
FR001,2025-05-16T21:39:21.151813,22.24,1.11,normal
FR001,2025-05-16T22:09:21.151813,17.42,0.87,normal
FR001,2025-05-16T22:39:21.151813,17.9,0.9,normal
FR001,2025-05-16T23:09:21.151813,20.89,1.04,normal
FR001,2025-05-16T23:39:21.151813,17.34,0.87,normal
FR001,2025-05-17T00:09:21.151813,20.39,1.02,normal
FR001,2025-05-17T00:39:21.151813,14.76,0.74,normal
FR001,2025-05-17T01:09:21.151813,26.16,1.31,high
FR001,2025-05-17T01:39:21.151813,20.76,1.04,normal
FR001,2025-05-17T02:09:21.151813,21.69,1.08,normal
FR001,2025-05-17T02:39:21.151813,18.69,0.93,normal
FR001,2025-05-17T03:09:21.151813,20.39,1.02,normal
FR001,2025-05-17T03:39:21.151813,19.05,0.95,normal
FR001,2025-05-17T04:09:21.151813,17.04,0.85,normal
FR001,2025-05-17T04:39:21.151813,17.47,0.87,normal
FR001,2025-05-17T05:09:21.151813,15.73,0.79,normal
FR001,2025-05-17T05:39:21.151813,16.08,0.8,normal
FR001,2025-05-17T06:09:21.151813,21.38,1.07,normal
FR001,2025-05-17T06:39:21.151813,19.36,0.97,normal
FR001,2025-05-17T07:09:21.151813,20.89,1.04,normal
FR001,2025-05-17T07:39:21.151813,17.39,0.87,normal
FR001,2025-05-17T08:09:21.151813,17.75,0.89,normal
FR001,2025-05-17T08:39:21.151813,19.75,0.99,normal
FR001,2025-05-17T09:09:21.151813,19.32,0.97,normal
FR001,2025-05-17T09:39:21.151813,19.76,0.99,normal
FR001,2025-05-17T10:09:21.151813,21.75,1.09,normal
FR001,2025-05-17T10:39:21.151813,18.45,0.92,normal
FR001,2025-05-17T11:09:21.151813,18.88,0.94,normal
FR001,2025-05-17T11:39:21.151813,17.5,0.87,normal
FR001,2025-05-17T12:09:21.151813,35.79,1.79,high
FR001,2025-05-17T12:39:21.151813,16.52,0.83,normal
FR001,2025-05-17T13:09:21.151813,18.02,0.9,normal
FR001,2025-05-17T13:39:21.151813,16.19,0.81,normal
FR001,2025-05-17T14:09:21.151813,17.07,0.85,normal
FR001,2025-05-17T14:39:21.151813,17.17,0.86,normal
FR001,2025-05-17T15:09:21.151813,18.38,0.92,normal
FR001,2025-05-17T15:39:21.151813,14.47,0.72,normal
FR001,2025-05-17T16:09:21.151813,19.65,0.98,normal
FR001,2025-05-17T16:39:21.151813,21.93,1.1,normal
FR001,2025-05-17T17:09:21.151813,16.18,0.81,normal
FR001,2025-05-17T17:39:21.151813,19.12,0.96,normal
FR001,2025-05-17T18:09:21.151813,21.13,1.06,normal
FR001,2025-05-17T18:39:21.151813,17.97,0.9,normal
FR001,2025-05-17T19:09:21.151813,17.53,0.88,normal
FR001,2025-05-17T19:39:21.151813,15.71,0.79,normal
FR001,2025-05-17T20:09:21.151813,19.58,0.98,normal
FR001,2025-05-17T20:39:21.151813,15.26,0.76,normal
FR001,2025-05-17T21:09:21.151813,23.98,1.2,normal
FR001,2025-05-17T21:39:21.151813,46.65,2.33,flood
FR001,2025-05-17T22:09:21.151813,18.4,0.92,normal
FR001,2025-05-17T22:39:21.151813,18.29,0.91,normal
FR001,2025-05-17T23:09:21.151813,20.44,1.02,normal
FR001,2025-05-17T23:39:21.151813,16.08,0.8,normal
FR001,2025-05-18T00:09:21.151813,18.02,0.9,normal
FR001,2025-05-18T00:39:21.151813,20.16,1.01,normal
FR001,2025-05-18T01:09:21.151813,20.12,1.01,normal
FR001,2025-05-18T01:39:21.151813,17.26,0.86,normal
FR001,2025-05-18T02:09:21.151813,19.73,0.99,normal
FR001,2025-05-18T02:39:21.151813,18.55,0.93,normal
FR001,2025-05-18T03:09:21.151813,18.87,0.94,normal
FR001,2025-05-18T03:39:21.151813,20.39,1.02,normal
FR001,2025-05-18T04:09:21.151813,17.9,0.89,normal
FR001,2025-05-18T04:39:21.151813,21.36,1.07,normal
FR001,2025-05-18T05:09:21.151813,17.52,0.88,normal
FR001,2025-05-18T05:39:21.151813,18.17,0.91,normal
FR001,2025-05-18T06:09:21.151813,17.25,0.86,normal
FR001,2025-05-18T06:39:21.151813,19.81,0.99,normal
FR001,2025-05-18T07:09:21.151813,18.57,0.93,normal
FR001,2025-05-18T07:39:21.151813,16.52,0.83,normal
FR001,2025-05-18T08:09:21.151813,20.96,1.05,normal
FR001,2025-05-18T08:39:21.151813,16.87,0.84,normal
FR001,2025-05-18T09:09:21.151813,18.86,0.94,normal
FR001,2025-05-18T09:39:21.151813,22.5,1.12,normal
FR001,2025-05-18T10:09:21.151813,17.37,0.87,normal
FR001,2025-05-18T10:39:21.151813,18.13,0.91,normal
FR001,2025-05-18T11:09:21.151813,18.96,0.95,normal
FR001,2025-05-18T11:39:21.151813,18.37,0.92,normal
FR001,2025-05-18T12:09:21.151813,20.44,1.02,normal
FR001,2025-05-18T12:39:21.151813,21.14,1.06,normal
FR001,2025-05-18T13:09:21.151813,15.42,0.77,normal
FR001,2025-05-18T13:39:21.151813,20.94,1.05,normal
FR001,2025-05-18T14:09:21.151813,16.02,0.8,normal
FR001,2025-05-18T14:39:21.151813,18.78,0.94,normal
FR001,2025-05-18T15:09:21.151813,16.06,0.8,normal
FR001,2025-05-18T15:39:21.151813,19.42,0.97,normal
FR001,2025-05-18T16:09:21.151813,18.35,0.92,normal
FR001,2025-05-18T16:39:21.151813,16.21,0.81,normal
FR001,2025-05-18T17:09:21.151813,19.47,0.97,normal
FR001,2025-05-18T17:39:21.151813,16.52,0.83,normal
FR001,2025-05-18T18:09:21.151813,20.66,1.03,normal
FR001,2025-05-18T18:39:21.151813,17.14,0.86,normal
FR001,2025-05-18T19:09:21.151813,19.09,0.95,normal
FR001,2025-05-18T19:39:21.151813,17.89,0.89,normal
FR001,2025-05-18T20:09:21.151813,18.61,0.93,normal
FR001,2025-05-18T20:39:21.151813,16.86,0.84,normal
FR001,2025-05-18T21:09:21.151813,16.45,0.82,normal
FR001,2025-05-18T21:39:21.151813,15.97,0.8,normal
FR001,2025-05-18T22:09:21.151813,17.16,0.86,normal
FR001,2025-05-18T22:39:21.151813,18.74,0.94,normal
FR001,2025-05-18T23:09:21.151813,16.52,0.83,normal
FR001,2025-05-18T23:39:21.151813,15.04,0.75,normal
FR001,2025-05-19T00:09:21.151813,20.52,1.03,normal
FR001,2025-05-19T00:39:21.151813,16.97,0.85,normal
FR001,2025-05-19T01:09:21.151813,16.14,0.81,normal
FR001,2025-05-19T01:39:21.151813,19.91,1.0,normal
FR001,2025-05-19T02:09:21.151813,15.74,0.79,normal
FR001,2025-05-19T02:39:21.151813,16.84,0.84,normal
FR001,2025-05-19T03:09:21.151813,18.58,0.93,normal
FR001,2025-05-19T03:39:21.151813,17.22,0.86,normal
FR001,2025-05-19T04:09:21.151813,16.09,0.8,normal
FR001,2025-05-19T04:39:21.151813,18.49,0.92,normal
FR001,2025-05-19T05:09:21.151813,15.13,0.76,normal
FR001,2025-05-19T05:39:21.151813,19.3,0.96,normal
FR001,2025-05-19T06:09:21.151813,16.02,0.8,normal
FR001,2025-05-19T06:39:21.151813,17.11,0.86,normal
FR001,2025-05-19T07:09:21.151813,19.88,0.99,normal
FR001,2025-05-19T07:39:21.151813,19.08,0.95,normal
FR001,2025-05-19T08:09:21.151813,17.61,0.88,normal
FR001,2025-05-19T08:39:21.151813,17.09,0.85,normal
FR001,2025-05-19T09:09:21.151813,16.14,0.81,normal
FR001,2025-05-19T09:39:21.151813,18.38,0.92,normal
FR001,2025-05-19T10:09:21.151813,16.36,0.82,normal
FR001,2025-05-19T10:39:21.151813,18.64,0.93,normal
FR001,2025-05-19T11:09:21.151813,17.4,0.87,normal
FR001,2025-05-19T11:39:21.151813,19.84,0.99,normal
FR001,2025-05-19T12:09:21.151813,17.0,0.85,normal
FR001,2025-05-19T12:39:21.151813,16.08,0.8,normal
FR001,2025-05-19T13:09:21.151813,31.49,1.57,high
FR001,2025-05-19T13:39:21.151813,14.94,0.75,normal
FR001,2025-05-19T14:09:21.151813,18.91,0.95,normal
FR001,2025-05-19T14:39:21.151813,18.0,0.9,normal
FR001,2025-05-19T15:09:21.151813,18.32,0.92,normal
FR001,2025-05-19T15:39:21.151813,17.56,0.88,normal
FR001,2025-05-19T16:09:21.151813,19.12,0.96,normal
FR001,2025-05-19T16:39:21.151813,19.16,0.96,normal
FR001,2025-05-19T17:09:21.151813,39.15,1.96,high
FR001,2025-05-19T17:39:21.151813,18.04,0.9,normal
FR001,2025-05-19T18:09:21.151813,13.97,0.7,normal
FR001,2025-05-19T18:39:21.151813,18.9,0.94,normal
FR001,2025-05-19T19:09:21.151813,14.45,0.72,normal
FR001,2025-05-19T19:39:21.151813,19.08,0.95,normal
FR001,2025-05-19T20:09:21.151813,16.0,0.8,normal
FR001,2025-05-19T20:39:21.151813,18.56,0.93,normal
FR001,2025-05-19T21:09:21.151813,14.91,0.75,normal
FR001,2025-05-19T21:39:21.151813,20.84,1.04,normal
FR001,2025-05-19T22:09:21.151813,16.75,0.84,normal
FR001,2025-05-19T22:39:21.151813,18.87,0.94,normal
FR001,2025-05-19T23:09:21.151813,18.67,0.93,normal
FR001,2025-05-19T23:39:21.151813,16.41,0.82,normal
FR001,2025-05-20T00:09:21.151813,17.3,0.86,normal
FR001,2025-05-20T00:39:21.151813,19.11,0.96,normal
FR001,2025-05-20T01:09:21.151813,15.64,0.78,normal
FR001,2025-05-20T01:39:21.151813,19.24,0.96,normal
FR001,2025-05-20T02:09:21.151813,16.49,0.82,normal
FR001,2025-05-20T02:39:21.151813,17.12,0.86,normal
FR001,2025-05-20T03:09:21.151813,19.22,0.96,normal
FR001,2025-05-20T03:39:21.151813,16.66,0.83,normal
FR001,2025-05-20T04:09:21.151813,17.74,0.89,normal
FR001,2025-05-20T04:39:21.151813,19.66,0.98,normal
FR001,2025-05-20T05:09:21.151813,18.08,0.9,normal
FR001,2025-05-20T05:39:21.151813,21.72,1.09,normal
FR001,2025-05-20T06:09:21.151813,19.05,0.95,normal
FR001,2025-05-20T06:39:21.151813,18.21,0.91,normal
FR001,2025-05-20T07:09:21.151813,19.22,0.96,normal
FR001,2025-05-20T07:39:21.151813,13.96,0.7,normal
FR001,2025-05-20T08:09:21.151813,20.99,1.05,normal
FR001,2025-05-20T08:39:21.151813,18.58,0.93,normal
FR001,2025-05-20T09:09:21.151813,16.58,0.83,normal
FR001,2025-05-20T09:39:21.151813,17.22,0.86,normal
FR001,2025-05-20T10:09:21.151813,17.91,0.9,normal
FR001,2025-05-20T10:39:21.151813,47.09,2.35,flood
FR001,2025-05-20T11:09:21.151813,18.74,0.94,normal
FR001,2025-05-20T11:39:21.151813,16.56,0.83,normal
FR001,2025-05-20T12:09:21.151813,19.01,0.95,normal
FR001,2025-05-20T12:39:21.151813,18.34,0.92,normal
FR001,2025-05-20T13:09:21.151813,17.53,0.88,normal
FR001,2025-05-20T13:39:21.151813,17.64,0.88,normal
FR001,2025-05-20T14:09:21.151813,18.32,0.92,normal
FR001,2025-05-20T14:39:21.151813,34.38,1.72,high
FR001,2025-05-20T15:09:21.151813,18.32,0.92,normal
FR001,2025-05-20T15:39:21.151813,20.74,1.04,normal
FR001,2025-05-20T16:09:21.151813,17.62,0.88,normal
FR001,2025-05-20T16:39:21.151813,18.63,0.93,normal
FR001,2025-05-20T17:09:21.151813,19.09,0.95,normal
FR001,2025-05-20T17:39:21.151813,20.25,1.01,normal
FR001,2025-05-20T18:09:21.151813,18.26,0.91,normal
FR001,2025-05-20T18:39:21.151813,17.49,0.87,normal
FR001,2025-05-20T19:09:21.151813,20.08,1.0,normal
FR001,2025-05-20T19:39:21.151813,23.87,1.19,normal
FR001,2025-05-20T20:09:21.151813,18.31,0.92,normal
FR001,2025-05-20T20:39:21.151813,19.17,0.96,normal
FR001,2025-05-20T21:09:21.151813,42.62,2.13,flood
FR001,2025-05-20T21:39:21.151813,18.78,0.94,normal
FR001,2025-05-20T22:09:21.151813,21.48,1.07,normal
FR001,2025-05-20T22:39:21.151813,16.41,0.82,normal
FR001,2025-05-20T23:09:21.151813,17.88,0.89,normal
FR001,2025-05-20T23:39:21.151813,17.46,0.87,normal
FR001,2025-05-21T00:09:21.151813,21.73,1.09,normal
FR001,2025-05-21T00:39:21.151813,19.8,0.99,normal
FR001,2025-05-21T01:09:21.151813,17.35,0.87,normal
FR001,2025-05-21T01:39:21.151813,18.84,0.94,normal
FR001,2025-05-21T02:09:21.151813,18.5,0.93,normal
FR001,2025-05-21T02:39:21.151813,18.9,0.94,normal
FR001,2025-05-21T03:09:21.151813,18.72,0.94,normal
FR001,2025-05-21T03:39:21.151813,18.22,0.91,normal
FR001,2025-05-21T04:09:21.151813,33.51,1.68,high
FR001,2025-05-21T04:39:21.151813,18.91,0.95,normal
FR001,2025-05-21T05:09:21.151813,19.98,1.0,normal
FR001,2025-05-21T05:39:21.151813,17.27,0.86,normal
FR001,2025-05-21T06:09:21.151813,20.02,1.0,normal
FR001,2025-05-21T06:39:21.151813,41.72,2.09,flood
FR001,2025-05-21T07:09:21.151813,18.37,0.92,normal
FR001,2025-05-21T07:39:21.151813,17.28,0.86,normal
FR001,2025-05-21T08:09:21.151813,16.42,0.82,normal
FR001,2025-05-21T08:39:21.151813,15.22,0.76,normal
FR001,2025-05-21T09:09:21.151813,17.03,0.85,normal
FR001,2025-05-21T09:39:21.151813,19.99,1.0,normal
FR001,2025-05-21T10:09:21.151813,18.34,0.92,normal
FR001,2025-05-21T10:39:21.151813,18.73,0.94,normal
FR001,2025-05-21T11:09:21.151813,18.16,0.91,normal
FR001,2025-05-21T11:39:21.151813,17.28,0.86,normal
FR001,2025-05-21T12:09:21.151813,19.22,0.96,normal
FR001,2025-05-21T12:39:21.151813,41.92,2.1,flood
FR001,2025-05-21T13:09:21.151813,18.89,0.94,normal
FR001,2025-05-21T13:39:21.151813,17.52,0.88,normal
FR001,2025-05-21T14:09:21.151813,18.22,0.91,normal
FR001,2025-05-21T14:39:21.151813,16.69,0.83,normal
FR001,2025-05-21T15:09:21.151813,18.37,0.92,normal
FR001,2025-05-21T15:39:21.151813,19.55,0.98,normal
FR001,2025-05-21T16:09:21.151813,19.94,1.0,normal
FR001,2025-05-21T16:39:21.151813,16.28,0.81,normal
FR001,2025-05-21T17:09:21.151813,20.17,1.01,normal
FR001,2025-05-21T17:39:21.151813,15.67,0.78,normal
FR001,2025-05-21T18:09:21.151813,15.33,0.77,normal
FR001,2025-05-21T18:39:21.151813,41.97,2.1,flood
FR001,2025-05-21T19:09:21.151813,20.08,1.0,normal
FR001,2025-05-21T19:39:21.151813,15.26,0.76,normal
FR001,2025-05-21T20:09:21.151813,17.46,0.87,normal
FR001,2025-05-21T20:39:21.151813,21.45,1.07,normal
FR001,2025-05-21T21:09:21.151813,18.46,0.92,normal
FR001,2025-05-21T21:39:21.151813,15.31,0.77,normal
FR001,2025-05-21T22:09:21.151813,16.23,0.81,normal
FR001,2025-05-21T22:39:21.151813,18.51,0.93,normal
FR001,2025-05-21T23:09:21.151813,28.37,1.42,high
FR001,2025-05-21T23:39:21.151813,20.77,1.04,normal
FR001,2025-05-22T00:09:21.151813,16.42,0.82,normal
FR001,2025-05-22T00:39:21.151813,16.78,0.84,normal
FR001,2025-05-22T01:09:21.151813,18.38,0.92,normal
FR001,2025-05-22T01:39:21.151813,21.81,1.09,normal
FR001,2025-05-22T02:09:21.151813,17.13,0.86,normal
FR001,2025-05-22T02:39:21.151813,16.47,0.82,normal
FR001,2025-05-22T03:09:21.151813,19.03,0.95,normal
FR001,2025-05-22T03:39:21.151813,16.08,0.8,normal
FR001,2025-05-22T04:09:21.151813,16.64,0.83,normal
FR001,2025-05-22T04:39:21.151813,17.05,0.85,normal
FR001,2025-05-22T05:09:21.151813,14.47,0.72,normal
FR001,2025-05-22T05:39:21.151813,21.43,1.07,normal
FR001,2025-05-22T06:09:21.151813,19.33,0.97,normal
FR001,2025-05-22T06:39:21.151813,19.19,0.96,normal
FR001,2025-05-22T07:09:21.151813,19.14,0.96,normal
FR001,2025-05-22T07:39:21.151813,16.71,0.84,normal
FR001,2025-05-22T08:09:21.151813,18.92,0.95,normal
FR001,2025-05-22T08:39:21.151813,19.1,0.96,normal
FR001,2025-05-22T09:09:21.151813,18.23,0.91,normal
FR001,2025-05-22T09:39:21.151813,16.87,0.84,normal
FR001,2025-05-22T10:09:21.151813,19.65,0.98,normal
FR001,2025-05-22T10:39:21.151813,18.91,0.95,normal
FR001,2025-05-22T11:09:21.151813,44.36,2.22,flood
FR001,2025-05-22T11:39:21.151813,16.4,0.82,normal
FR001,2025-05-22T12:09:21.151813,40.27,2.01,flood
FR001,2025-05-22T12:39:21.151813,17.29,0.86,normal
FR001,2025-05-22T13:09:21.151813,22.68,1.13,normal
FR001,2025-05-22T13:39:21.151813,19.15,0.96,normal
FR001,2025-05-22T14:09:21.151813,17.83,0.89,normal
FR001,2025-05-22T14:39:21.151813,18.73,0.94,normal
FR001,2025-05-22T15:09:21.151813,21.58,1.08,normal
FR001,2025-05-22T15:39:21.151813,14.84,0.74,normal
FR001,2025-05-22T16:09:21.151813,16.13,0.81,normal
FR001,2025-05-22T16:39:21.151813,45.99,2.3,flood
FR001,2025-05-22T17:09:21.151813,18.99,0.95,normal
FR001,2025-05-22T17:39:21.151813,15.44,0.77,normal
FR001,2025-05-22T18:09:21.151813,16.84,0.84,normal
FR001,2025-05-22T18:39:21.151813,19.64,0.98,normal
FR001,2025-05-22T19:09:21.151813,19.54,0.98,normal
FR001,2025-05-22T19:39:21.151813,18.62,0.93,normal
FR001,2025-05-22T20:09:21.151813,18.0,0.9,normal
FR001,2025-05-22T20:39:21.151813,15.71,0.79,normal
FR001,2025-05-22T21:09:21.151813,20.81,1.04,normal
FR001,2025-05-22T21:39:21.151813,16.41,0.82,normal
FR001,2025-05-22T22:09:21.151813,19.72,0.99,normal
FR001,2025-05-22T22:39:21.151813,18.44,0.92,normal
FR001,2025-05-22T23:09:21.151813,45.17,2.26,flood
FR001,2025-05-22T23:39:21.151813,16.74,0.84,normal
FR001,2025-05-23T00:09:21.151813,19.25,0.96,normal
FR001,2025-05-23T00:39:21.151813,16.64,0.83,normal
FR001,2025-05-23T01:09:21.151813,14.03,0.7,normal
FR001,2025-05-23T01:39:21.151813,19.17,0.96,normal
FR001,2025-05-23T02:09:21.151813,22.11,1.11,normal
FR001,2025-05-23T02:39:21.151813,17.45,0.87,normal
FR001,2025-05-23T03:09:21.151813,18.46,0.92,normal
FR001,2025-05-23T03:39:21.151813,15.6,0.78,normal
FR001,2025-05-23T04:09:21.151813,17.81,0.89,normal
FR001,2025-05-23T04:39:21.151813,47.97,2.4,flood
FR001,2025-05-23T05:09:21.151813,19.25,0.96,normal
FR001,2025-05-23T05:39:21.151813,19.5,0.97,normal
FR001,2025-05-23T06:09:21.151813,20.38,1.02,normal
FR001,2025-05-23T06:39:21.151813,14.17,0.71,normal
FR001,2025-05-23T07:09:21.151813,16.16,0.81,normal
FR001,2025-05-23T07:39:21.151813,17.03,0.85,normal
FR001,2025-05-23T08:09:21.151813,43.5,2.17,flood
FR001,2025-05-23T08:39:21.151813,20.1,1.01,normal
FR001,2025-05-23T09:09:21.151813,18.13,0.91,normal
FR001,2025-05-23T09:39:21.151813,17.37,0.87,normal
FR001,2025-05-23T10:09:21.151813,18.61,0.93,normal
FR001,2025-05-23T10:39:21.151813,18.81,0.94,normal
FR001,2025-05-23T11:09:21.151813,19.68,0.98,normal
FR001,2025-05-23T11:39:21.151813,16.8,0.84,normal
FR001,2025-05-23T12:09:21.151813,16.42,0.82,normal
FR001,2025-05-23T12:39:21.151813,18.69,0.93,normal
FR001,2025-05-23T13:09:21.151813,19.39,0.97,normal
FR001,2025-05-23T13:39:21.151813,17.82,0.89,normal
FR001,2025-05-23T14:09:21.151813,19.37,0.97,normal
FR001,2025-05-23T14:39:21.151813,18.96,0.95,normal
FR001,2025-05-23T15:09:21.151813,19.07,0.95,normal
FR001,2025-05-23T15:39:21.151813,18.57,0.93,normal
FR001,2025-05-23T16:09:21.151813,19.03,0.95,normal
FR001,2025-05-23T16:39:21.151813,18.75,0.94,normal
FR001,2025-05-23T17:09:21.151813,17.46,0.87,normal
FR001,2025-05-23T17:39:21.151813,19.65,0.98,normal
FR001,2025-05-23T18:09:21.151813,19.93,1.0,normal
FR001,2025-05-23T18:39:21.151813,19.36,0.97,normal
FR001,2025-05-23T19:09:21.151813,17.31,0.87,normal
FR001,2025-05-23T19:39:21.151813,16.43,0.82,normal
FR001,2025-05-23T20:09:21.151813,16.54,0.83,normal
FR001,2025-05-23T20:39:21.151813,18.39,0.92,normal
FR001,2025-05-23T21:09:21.151813,19.81,0.99,normal
FR001,2025-05-23T21:39:21.151813,20.3,1.01,normal
FR001,2025-05-23T22:09:21.151813,25.0,1.25,normal
FR001,2025-05-23T22:39:21.151813,17.99,0.9,normal
FR001,2025-05-23T23:09:21.151813,19.48,0.97,normal
FR001,2025-05-23T23:39:21.151813,19.0,0.95,normal
FR001,2025-05-24T00:09:21.151813,18.01,0.9,normal
FR001,2025-05-24T00:39:21.151813,20.25,1.01,normal
FR001,2025-05-24T01:09:21.151813,19.91,1.0,normal
FR001,2025-05-24T01:39:21.151813,18.24,0.91,normal
FR001,2025-05-24T02:09:21.151813,19.65,0.98,normal
FR001,2025-05-24T02:39:21.151813,16.52,0.83,normal
FR001,2025-05-24T03:09:21.151813,18.41,0.92,normal
FR001,2025-05-24T03:39:21.151813,21.85,1.09,normal
FR001,2025-05-24T04:09:21.151813,20.34,1.02,normal
FR001,2025-05-24T04:39:21.151813,15.45,0.77,normal
FR001,2025-05-24T05:09:21.151813,14.81,0.74,normal
FR001,2025-05-24T05:39:21.151813,16.47,0.82,normal
FR001,2025-05-24T06:09:21.151813,17.04,0.85,normal
FR001,2025-05-24T06:39:21.151813,17.14,0.86,normal
FR001,2025-05-24T07:09:21.151813,17.95,0.9,normal
FR001,2025-05-24T07:39:21.151813,17.01,0.85,normal
FR001,2025-05-24T08:09:21.151813,16.96,0.85,normal
FR001,2025-05-24T08:39:21.151813,19.49,0.97,normal
FR001,2025-05-24T09:09:21.151813,40.64,2.03,flood
FR001,2025-05-24T09:39:21.151813,18.96,0.95,normal
FR001,2025-05-24T10:09:21.151813,19.42,0.97,normal
FR001,2025-05-24T10:39:21.151813,21.49,1.07,normal
FR001,2025-05-24T11:09:21.151813,22.16,1.11,normal
FR001,2025-05-24T11:39:21.151813,17.87,0.89,normal
FR001,2025-05-24T12:09:21.151813,18.05,0.9,normal
FR001,2025-05-24T12:39:21.151813,17.06,0.85,normal
FR001,2025-05-24T13:09:21.151813,22.33,1.12,normal
FR001,2025-05-24T13:39:21.151813,17.87,0.89,normal
FR001,2025-05-24T14:09:21.151813,20.25,1.01,normal
FR001,2025-05-24T14:39:21.151813,15.98,0.8,normal
FR001,2025-05-24T15:09:21.151813,19.54,0.98,normal
FR001,2025-05-24T15:39:21.151813,20.84,1.04,normal
FR001,2025-05-24T16:09:21.151813,17.17,0.86,normal
FR001,2025-05-24T16:39:21.151813,18.67,0.93,normal
FR001,2025-05-24T17:09:21.151813,19.24,0.96,normal
FR001,2025-05-24T17:39:21.151813,18.94,0.95,normal
FR001,2025-05-24T18:09:21.151813,17.41,0.87,normal
FR001,2025-05-24T18:39:21.151813,18.06,0.9,normal
FR001,2025-05-24T19:09:21.151813,19.16,0.96,normal
FR001,2025-05-24T19:39:21.151813,28.21,1.41,high
FR001,2025-05-24T20:09:21.151813,18.29,0.91,normal
FR001,2025-05-24T20:39:21.151813,18.8,0.94,normal
FR001,2025-05-24T21:09:21.151813,21.26,1.06,normal
FR001,2025-05-24T21:39:21.151813,14.84,0.74,normal
FR001,2025-05-24T22:09:21.151813,16.78,0.84,normal
FR001,2025-05-24T22:39:21.151813,26.03,1.3,high
FR001,2025-05-24T23:09:21.151813,17.76,0.89,normal
FR001,2025-05-24T23:39:21.151813,17.29,0.86,normal
FR001,2025-05-25T00:09:21.151813,16.16,0.81,normal
FR001,2025-05-25T00:39:21.151813,18.27,0.91,normal
FR001,2025-05-25T01:09:21.151813,18.37,0.92,normal
FR001,2025-05-25T01:39:21.151813,16.28,0.81,normal
FR001,2025-05-25T02:09:21.151813,19.85,0.99,normal
FR001,2025-05-25T02:39:21.151813,18.06,0.9,normal
FR001,2025-05-25T03:09:21.151813,19.74,0.99,normal
FR001,2025-05-25T03:39:21.151813,15.02,0.75,normal
FR001,2025-05-25T04:09:21.151813,17.6,0.88,normal
FR001,2025-05-25T04:39:21.151813,16.93,0.85,normal
FR001,2025-05-25T05:09:21.151813,17.34,0.87,normal
FR001,2025-05-25T05:39:21.151813,17.55,0.88,normal
FR001,2025-05-25T06:09:21.151813,19.77,0.99,normal
FR001,2025-05-25T06:39:21.151813,19.42,0.97,normal
FR001,2025-05-25T07:09:21.151813,14.36,0.72,normal
FR001,2025-05-25T07:39:21.151813,20.08,1.0,normal
FR001,2025-05-25T08:09:21.151813,19.21,0.96,normal
FR001,2025-05-25T08:39:21.151813,17.38,0.87,normal
FR001,2025-05-25T09:09:21.151813,19.86,0.99,normal
FR001,2025-05-25T09:39:21.151813,17.85,0.89,normal
FR001,2025-05-25T10:09:21.151813,16.28,0.81,normal
FR001,2025-05-25T10:39:21.151813,18.58,0.93,normal
FR001,2025-05-25T11:09:21.151813,16.33,0.82,normal
FR001,2025-05-25T11:39:21.151813,18.99,0.95,normal
FR001,2025-05-25T12:09:21.151813,22.3,1.12,normal
FR001,2025-05-25T12:39:21.151813,19.64,0.98,normal
FR001,2025-05-25T13:09:21.151813,17.91,0.9,normal
FR001,2025-05-25T13:39:21.151813,19.78,0.99,normal
FR001,2025-05-25T14:09:21.151813,18.64,0.93,normal
FR001,2025-05-25T14:39:21.151813,17.99,0.9,normal
FR001,2025-05-25T15:09:21.151813,16.89,0.84,normal
FR001,2025-05-25T15:39:21.151813,19.97,1.0,normal
FR001,2025-05-25T16:09:21.151813,19.31,0.97,normal
FR001,2025-05-25T16:39:21.151813,14.14,0.71,normal
FR001,2025-05-25T17:09:21.151813,20.01,1.0,normal
FR001,2025-05-25T17:39:21.151813,17.82,0.89,normal
FR001,2025-05-25T18:09:21.151813,17.32,0.87,normal
FR001,2025-05-25T18:39:21.151813,20.17,1.01,normal
FR001,2025-05-25T19:09:21.151813,14.75,0.74,normal
FR001,2025-05-25T19:39:21.151813,18.1,0.91,normal
FR001,2025-05-25T20:09:21.151813,15.77,0.79,normal
FR001,2025-05-25T20:39:21.151813,21.34,1.07,normal
FR001,2025-05-25T21:09:21.151813,16.02,0.8,normal
FR001,2025-05-25T21:39:21.151813,17.55,0.88,normal
FR001,2025-05-25T22:09:21.151813,16.8,0.84,normal
FR001,2025-05-25T22:39:21.151813,16.73,0.84,normal
FR001,2025-05-25T23:09:21.151813,17.36,0.87,normal
FR001,2025-05-25T23:39:21.151813,15.91,0.8,normal
FR001,2025-05-26T00:09:21.151813,19.29,0.96,normal
FR001,2025-05-26T00:39:21.151813,15.2,0.76,normal
FR001,2025-05-26T01:09:21.151813,17.42,0.87,normal
FR001,2025-05-26T01:39:21.151813,16.21,0.81,normal
FR001,2025-05-26T02:09:21.151813,20.73,1.04,normal
FR001,2025-05-26T02:39:21.151813,16.72,0.84,normal
FR001,2025-05-26T03:09:21.151813,21.44,1.07,normal
FR001,2025-05-26T03:39:21.151813,21.1,1.06,normal
